STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,building,Type of building,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2016,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2017,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2018,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2019,,1200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2020,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2021,,1350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2022,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2023,,1550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2024,,1550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,AT_CAP,Wien,2025,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2016,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2017,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2018,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2019,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2020,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2021,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2022,,1500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2023,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2024,,2100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BA_CAP,Sarajevo,2025,,2200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2016,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2017,,1020,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2018,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2019,,1060,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2020,,1090,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2021,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2022,,1200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2023,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2024,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BE_CAP,Bruxelles/Brussel,2025,,1450,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2016,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2017,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2018,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2019,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2020,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2021,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2022,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2023,,1350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2024,,1550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,BG_CAP,Sofia,2025,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2016,,2000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2017,,1850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2018,,1800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2019,,1850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2020,,1900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2021,,1950,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2022,,1950,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2023,,1950,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2024,,1950,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_CAP,Bern (Berne),2025,,2000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2016,,2850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2017,,2800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2018,,2650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2019,,2700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2020,,2700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2021,,2850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2022,,3000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2023,,3000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2024,,3050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CH_DEL,Genève,2025,,3150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2016,,530,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2017,,560,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2018,,710,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2019,,720,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2020,,740,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2021,,700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2022,,780,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2023,,860,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2024,,920,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CY_CAP,Lefkosia,2025,,910,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2016,,24900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2017,,28300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2018,,32000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2019,,32800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2020,,33800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2021,,27800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2022,,33900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2023,,37250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2024,,38650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,CZ_CAP,Praha,2025,,40350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2016,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2017,,1200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2018,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2019,,1350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2020,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2021,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2022,,1650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2023,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2024,,1900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_CAP,Berlin,2025,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2016,,940,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2017,,970,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2018,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2019,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2020,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2021,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2022,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL1,Karlsruhe,2023,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2016,,1500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2017,,1550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2018,,1650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2019,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2020,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2021,,1800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2022,,1850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2023,,1800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2024,,2000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL2,München,2025,,2050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL3,Bonn,2016,,920,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL3,Bonn,2017,,940,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL3,Bonn,2018,,970,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL3,Bonn,2019,,980,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DE_DEL3,Bonn,2020,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2016,,12400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2017,,13200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2018,,13200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2019,,14200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2020,,14300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2021,,13800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2022,,14500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2023,,14650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2024,,16000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,DK_CAP,København,2025,,17550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2016,,760,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2017,,800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2018,,850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2019,,900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2020,,800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2021,,810,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2022,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2023,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2024,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EE_CAP,Tallinn,2025,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2016,,790,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2017,,880,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2018,,910,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2019,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2020,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2021,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,EL_CAP,Athina,2022,,1150,,,,,
